Unnamed: 0,0,raw_text,clean_text,pos_count,neg_count,score,sentiment_label,finbert_sentiment_label,neg,neu,pos,compound,vader_sentiment_label
372,"<p>The weekly options data suggested that the Nifty 50 is expected to trade in the 25,000-25,500 range in the short term.</p>","<p>The weekly options data suggested that the Nifty 50 is expected to trade in the 25,000-25,500 range in the short term.</p>",week option data suggest expect range short term,0.0,0.0,0.0,neutral,positive,0.0,1.0,0.0,0.0,neutral
373,"<p>More than 150 stocks touched their 52-week high on the BSE, including HBL Engineering, L&amp;T Finance, Bajaj Finance, Fortis Healthcare, Nippon Life India, SBI, Yes Bank, Indian Bank, Eternal, RBL Bank, Authum Investment, among others.</p>","<p>More than 150 stocks touched their 52-week high on the BSE, including HBL Engineering, L&amp;T Finance, Bajaj Finance, Fortis Healthcare, Nippon Life India, SBI, Yes Bank, Indian Bank, Eternal, RBL Bank, Authum Investment, among others.</p>",stock touch high bse includ hbl engineer amp finance bajaj finance forti healthcare nippon life india sbi yes bank indian bank eternal rbl bank authum investment among other,0.0,0.0,0.0,neutral,negative,0.0,0.909,0.091,0.4019,positive
374,"<p>Global sentiment improved after Trump struck a softer tone on trade relations with China. Wall Street futures rose sharply, signalling a firm start for U.S. markets later in the day.</p>","<p>Global sentiment improved after Trump struck a softer tone on trade relations with China. Wall Street futures rose sharply, signalling a firm start for U.S. markets later in the day.</p>",global sentiment improv trump struck softer tone relation china wall street futur sharp signall firm start market later,0.0,0.0,0.0,neutral,negative,0.105,0.895,0.0,-0.25,negative
375,"<p>Investors also remained focused on upcoming second-quarter earnings from HCL Tech, following TCS’s in-line results that slightly beat market expectations on several parameters.</p>","<p>Investors also remained focused on upcoming second-quarter earnings from HCL Tech, following TCS’s in-line results that slightly beat market expectations on several parameters.</p>",investor also remain focus upcom second quarter earning hcl tech follow tcs line result slight beat expectation several parameter,1.0,0.0,0.22941573387056174,positive,negative,0.0,1.0,0.0,0.0,neutral
376,"<p>Rising India VIX, profit booking are the other factors weighing on the markets on October 13</p>","<p>Rising India VIX, profit booking are the other factors weighing on the markets on October 13</p>",ris india vix profit book factor weigh market october,1.0,0.0,0.3333333333333333,positive,neutral,0.0,0.734,0.266,0.4404,positive
377,<p>Dalal Street opened on a soft note as investors turned cautious after a global selloff and ahead of key domestic earnings announcements.</p>,<p>Dalal Street opened on a soft note as investors turned cautious after a global selloff and ahead of key domestic earnings announcements.</p>,dalal street open soft note investor turn cautiou global selloff ahead key domestic earning announcement,0.0,0.0,0.0,neutral,neutral,0.0,1.0,0.0,0.0,neutral
378,<p>GIFT Nifty signals a cautious start for Dalal Street as renewed US-China trade tensions and a sharp fall in global markets weigh on sentiment.</p>,<p>GIFT Nifty signals a cautious start for Dalal Street as renewed US-China trade tensions and a sharp fall in global markets weigh on sentiment.</p>,gift signal cautiou start dalal street renew china tension sharp global market weigh sentiment,0.0,0.0,0.0,neutral,neutral,0.134,0.698,0.169,0.1531,positive
379,"<p>Nifty breaks above 20-week average, signaling momentum, but past reversals and rising swing indicator suggest potential pullback amid looming negative divergence and cautious sentiment</p>","<p>Nifty breaks above 20-week average, signaling momentum, but past reversals and rising swing indicator suggest potential pullback amid looming negative divergence and cautious sentiment</p>",break average signal momentum past reversal ris swing indicator suggest potential pullback amid loom negative divergence cautiou sentiment,0.0,0.0,0.0,neutral,negative,0.259,0.741,0.0,-0.6808,negative
380,"<p>Asian stocks got off to a rocky start on Monday after fresh broadsides in the U.S.-China trade war spooked markets with already stretched valuations, though there were signs risk sentiment had steadied with Wall Street futures bouncing.</p>","<p>Asian stocks got off to a rocky start on Monday after fresh broadsides in the U.S.-China trade war spooked markets with already stretched valuations, though there were signs risk sentiment had steadied with Wall Street futures bouncing.</p>",asian stock got rocky start monday fresh broadsid china war spook market already stretch valuation though sign risk sentiment steadi wall street futur bounc,0.0,0.0,0.0,neutral,neutral,0.205,0.717,0.078,-0.5719,negative
381,"<p>If the US President Trump decides to cut India's tariffs from 50 percent to 10-25 percent, that could be a boost for the market, said Venkatesh Balasubramaniam.</p>","<p>If the US President Trump decides to cut India's tariffs from 50 percent to 10-25 percent, that could be a boost for the market, said Venkatesh Balasubramaniam.</p>",president trump decid cut india tariff boost venkatesh balasubramaniam,0.0,0.0,0.0,neutral,negative,0.178,0.593,0.229,0.1531,positive
382,"<p>Among sectors, metal, telecom, IT, FMCG, capital goods, consumer durables slipped between 0.5-1%. Tata Motors, Infosys, Wipro, Nestle, HUL were among major losers on the Nifty, while gainers were Bharti Airtel, Bajaj Auto, Adani Ports, Shriram Finance and Bajaj Finance. BSE Midcap index was down 0.2 percent and smallcap indices shed 0.4 percent.</p>","<p>Among sectors, metal, telecom, IT, FMCG, capital goods, consumer durables slipped between 0.5-1%. Tata Motors, Infosys, Wipro, Nestle, HUL were among major losers on the Nifty, while gainers were Bharti Airtel, Bajaj Auto, Adani Ports, Shriram Finance and Bajaj Finance. BSE Midcap index was down 0.2 percent and smallcap indices shed 0.4 percent.</p>",among sector metal telecom fmcg capital good consumer durabl slipp tata motor infosy wipro nestle hul among major loser gainer bharti airtel bajaj auto adani port shriram finance bajaj finance bse midcap index smallcap indic shed,1.0,0.0,0.16666666666666666,positive,neutral,0.084,0.844,0.072,-0.128,negative
383,"<p>A lean breakout on the upside will happen only after Nifty takes out 25,600 with a thrust and stays above that. On the downside, the 24,850-24,950 zone is a crucial support area. A clear trend would emerge only above or below the mentioned levels,Milan Vaishnav said.</p>","<p>A lean breakout on the upside will happen only after Nifty takes out 25,600 with a thrust and stays above that. On the downside, the 24,850-24,950 zone is a crucial support area. A clear trend would emerge only above or below the mentioned levels,Milan Vaishnav said.</p>",lean breakout upside happen tak thrust stay downside zone crucial support area clear trend emerge mention level milan vaishnav,0.0,0.0,0.0,neutral,negative,0.086,0.687,0.227,0.5106,positive
384,"<p>The subdued global sentiment following the US-China tariff war hints at some weakness in the immediate term. Hence, the crucial support is placed at 25,000–24,900 for the Nifty 50, as decisively falling below this level can bring bears back onto the street, experts said.</p>","<p>The subdued global sentiment following the US-China tariff war hints at some weakness in the immediate term. Hence, the crucial support is placed at 25,000–24,900 for the Nifty 50, as decisively falling below this level can bring bears back onto the street, experts said.</p>",subdu global sentiment follow china tariff war hint weaknes immediate term hence crucial support plac decisive fall level bring bear back onto street expert,0.0,2.0,-0.4082482904638631,negative,negative,0.132,0.712,0.156,-0.0772,negative
385,"<p>In the coming week, the market is expected to see some volatility, at least in the upcoming couple of sessions due to a fresh US-China trade tariff war and if that escalates significantly then bears may get strong hold over the market.</p>","<p>In the coming week, the market is expected to see some volatility, at least in the upcoming couple of sessions due to a fresh US-China trade tariff war and if that escalates significantly then bears may get strong hold over the market.</p>",com expect see volatility least upcom couple session due fresh china tariff war escalat significant bear get strong hold,1.0,1.0,0.0,neutral,negative,0.148,0.57,0.281,0.3612,positive
386,"<p>The sharp correction in US counterparts on Friday may impact sentiment in Indian equities on Monday. Still, this is unlikely to alter the broader market trend as long as the Nifty 50 continues to sustain firmly above all key moving averages and the midline of the Bollinger Bands, experts said.</p>","<p>The sharp correction in US counterparts on Friday may impact sentiment in Indian equities on Monday. Still, this is unlikely to alter the broader market trend as long as the Nifty 50 continues to sustain firmly above all key moving averages and the midline of the Bollinger Bands, experts said.</p>",sharp correction counterpart impact sentiment indian equiti monday still unlike alter broader trend long continu sustain firm key mov averag midline bollinger band expert,0.0,0.0,0.0,neutral,neutral,0.0,1.0,0.0,0.0,neutral
387,"<p>China and United States are increasingly weaponizing trade tariffs as tools for geopolitical dominance, said Ashwini Shami of OmniScience Capital.</p>","<p>China and United States are increasingly weaponizing trade tariffs as tools for geopolitical dominance, said Ashwini Shami of OmniScience Capital.</p>",china unit stat increasing weaponiz tariff tool geopolitical dominance ashwini shami omniscience capital,0.0,0.0,0.0,neutral,positive,0.0,0.87,0.13,0.2023,positive
388,"<p>While the undertone remains positive, investors should keep an eye on global developments, as renewed tariff tensions between the US and China could inject short-term volatility into the otherwise festive rally, Sudeep Shah advised.</p>","<p>While the undertone remains positive, investors should keep an eye on global developments, as renewed tariff tensions between the US and China could inject short-term volatility into the otherwise festive rally, Sudeep Shah advised.</p>",undertone remain positive investor keep eye global development renew tariff tension china inject short term volatility otherwise festive ral sudeep shah advis,1.0,0.0,0.21320071635561041,positive,neutral,0.082,0.681,0.237,0.6486,positive
389,"<p>For the week, the  BSE Sensex index added 1293.65 points or 1.59 percent to finish at 82,500.82, and the Nifty50 rose 391.1 points or 1.57 percent to end at 25,285.35.</p>","<p>For the week, the  BSE Sensex index added 1293.65 points or 1.59 percent to finish at 82,500.82, and the Nifty50 rose 391.1 points or 1.57 percent to end at 25,285.35.</p>",bse sensex index add point finish point end,0.0,0.0,0.0,neutral,negative,0.0,1.0,0.0,0.0,neutral
390,"<p>Since Option Sellers are taking unlimited (better put Unknown) risk to get small premium, they are expected to have better grip on the underlying stock or index’s expected movement.</p>","<p>Since Option Sellers are taking unlimited (better put Unknown) risk to get small premium, they are expected to have better grip on the underlying stock or index’s expected movement.</p>",since option seller tak unlimit better put unknown risk get small premium expect better grip underly stock index expect movement,0.0,0.0,0.0,neutral,positive,0.084,0.683,0.233,0.5719,positive
391,"<p>Market sentiment suggests the worst may be behind, said Chakri Lokapriya of LGT Wealth India.</p>","<p>Market sentiment suggests the worst may be behind, said Chakri Lokapriya of LGT Wealth India.</p>",sentiment suggest worst behind chakri lokapriya lgt wealth india,0.0,0.0,0.0,neutral,neutral,0.287,0.49,0.224,-0.2263,negative
392,"<p>Weekly derivative data suggests that the Nifty50 is likely to face resistance in the 25,400-25,500 range, with support in the 25,200-25,000 zone.</p>","<p>Weekly derivative data suggests that the Nifty50 is likely to face resistance in the 25,400-25,500 range, with support in the 25,200-25,000 zone.</p>",week derivative data suggest like face resistance range support zone,0.0,0.0,0.0,neutral,negative,0.0,0.606,0.394,0.6369,positive
393,"<p>On the sectoral front, metal index shed 0.8 percent, while auto, bank, consumer durables, PSU bank, realty, pharma added 0.5-1 percent.</p>","<p>On the sectoral front, metal index shed 0.8 percent, while auto, bank, consumer durables, PSU bank, realty, pharma added 0.5-1 percent.</p>",sectoral front metal index shed auto bank consumer durabl psu bank realty pharma add,0.0,0.0,0.0,neutral,neutral,0.0,1.0,0.0,0.0,neutral
394,"<p>Blue-chip large-cap banking stocks drove the gains with SBI, HDFC Bank, Axis Bank and ICICI Bank contributing the most to the rise in Nifty 50 and Sensex on October 10.</p>","<p>Blue-chip large-cap banking stocks drove the gains with SBI, HDFC Bank, Axis Bank and ICICI Bank contributing the most to the rise in Nifty 50 and Sensex on October 10.</p>",blue chip large cap bank stock drove sbi hdfc bank axi bank icici bank contribut rise sensex october,1.0,0.0,0.23570226039551587,positive,negative,0.0,1.0,0.0,0.0,neutral
395,"<p>Short-covering can take lead Dalal Street higher, according to experts, even though valuations at the current juncture remain elevated.</p>","<p>Short-covering can take lead Dalal Street higher, according to experts, even though valuations at the current juncture remain elevated.</p>",short cover take lead dalal street higher accord expert even though valuation current juncture remain elevat,0.0,0.0,0.0,neutral,negative,0.0,1.0,0.0,0.0,neutral
396,"<p>Sensex and Nifty opened on a cautious note in the final session of the week, with metal stocks weighing on sentiment even as banking and oil counters offered some support.</p>","<p>Sensex and Nifty opened on a cautious note in the final session of the week, with metal stocks weighing on sentiment even as banking and oil counters offered some support.</p>",sensex open cautiou note final metal stock weigh sentiment even bank oil counter offer support,0.0,0.0,0.0,neutral,neutral,0.0,0.838,0.162,0.4019,positive
397,"<p>For the session today, IT stocks will be in focus after Tata Consultancy Services came out with its September quarter earnings</p>","<p>For the session today, IT stocks will be in focus after Tata Consultancy Services came out with its September quarter earnings</p>",stock focu tata consultancy servic came september quarter earning,0.0,0.0,0.0,neutral,positive,0.0,1.0,0.0,0.0,neutral
398,"<p>The buying from FIIs continued on third consecutive session on October 9 as they bought equities of Rs 1,308 crore, while DIIs bought equities of Rs 864 crore on the same day</p>","<p>The buying from FIIs continued on third consecutive session on October 9 as they bought equities of Rs 1,308 crore, while DIIs bought equities of Rs 864 crore on the same day</p>",buy fii continu third consecutive october bought equiti dii bought equiti,0.0,0.0,0.0,neutral,negative,0.0,1.0,0.0,0.0,neutral
399,"<p>Sandeep Bagla expects the demand to sustain in multiple sectors which are dependent on the domestic consumption recovery, including autos.</p>","<p>Sandeep Bagla expects the demand to sustain in multiple sectors which are dependent on the domestic consumption recovery, including autos.</p>",sandeep bagla expect demand sustain multiple sector dependent domestic consumption recovery includ auto,0.0,0.0,0.0,neutral,negative,0.111,0.889,0.0,-0.128,negative
400,"<p>Cipla, SBI, Axis Bank, Maruti Suzuki, Bajaj Auto were among major gainers on the Nifty, while losers included Tata Steel, TCS, JSW Steel, Tech Mahindra, Shriram Finance. BSE Midcap index rose 0.3%, and smallcap index gained 0.6%. On the sectoral front, metal index shed 0.7 percent, while auto, bank, consumer durables, PSU bank, realty, pharma added 0.5-1 percent.</p>","<p>Cipla, SBI, Axis Bank, Maruti Suzuki, Bajaj Auto were among major gainers on the Nifty, while losers included Tata Steel, TCS, JSW Steel, Tech Mahindra, Shriram Finance. BSE Midcap index rose 0.3%, and smallcap index gained 0.6%. On the sectoral front, metal index shed 0.7 percent, while auto, bank, consumer durables, PSU bank, realty, pharma added 0.5-1 percent.</p>",cipla sbi axi bank maruti suzuki bajaj auto among major gainer loser includ tata steel tcs jsw steel tech mahindra shriram finance bse midcap index smallcap index gain sectoral front metal index shed auto bank consumer durabl psu bank realty pharma add,1.0,0.0,0.1543033499620919,positive,neutral,0.073,0.855,0.073,0.0,neutral
401,"<p>According to experts, a decisive and sustained move above the 25,200–25,250 zone can open the door to 25,450–25,500, followed by 25,670. However, support remains at the 25,000–24,900 zone for the Nifty 50.</p>","<p>According to experts, a decisive and sustained move above the 25,200–25,250 zone can open the door to 25,450–25,500, followed by 25,670. However, support remains at the 25,000–24,900 zone for the Nifty 50.</p>",accord expert decisive sustain move zone door follow however support remain zone,0.0,0.0,0.0,neutral,negative,0.0,0.685,0.315,0.5574,positive
402,"<p>If the Nifty 50 manages to reclaim and sustain above 25,200 — the key immediate resistance — the levels to watch out for would be 25,350–25,450, provided it continues to defend the 25,000–24,900 support zone, according to experts.</p>","<p>If the Nifty 50 manages to reclaim and sustain above 25,200 — the key immediate resistance — the levels to watch out for would be 25,350–25,450, provided it continues to defend the 25,000–24,900 support zone, according to experts.</p>",manag reclaim sustain key immediate resistance level watch provid continu defend support zone accord expert,0.0,0.0,0.0,neutral,negative,0.0,0.838,0.162,0.4019,positive
403,"<p>The weekly options data also highlighted 25,200 as the immediate resistance, with support in the 25,100–25,000 zone for the Nifty 50.</p>","<p>The weekly options data also highlighted 25,200 as the immediate resistance, with support in the 25,100–25,000 zone for the Nifty 50.</p>",week option data also highlight immediate resistance support zone,0.0,0.0,0.0,neutral,negative,0.0,0.579,0.421,0.6249,positive
404,"<p>All the sectoral indices ended in the green with pharma, oil &amp; gas, realty, metal, PSU Bank IT added 0.5-1 percent.</p>","<p>All the sectoral indices ended in the green with pharma, oil &amp; gas, realty, metal, PSU Bank IT added 0.5-1 percent.</p>",sectoral indic end green pharma oil amp gas realty metal psu bank add,0.0,0.0,0.0,neutral,positive,0.0,1.0,0.0,0.0,neutral
405,"<p>Analysts advise traders to 'buy-on-dips', and fresh long positions should be considered only if the Nifty sustains above the 25,250 mark.</p>","<p>Analysts advise traders to 'buy-on-dips', and fresh long positions should be considered only if the Nifty sustains above the 25,250 mark.</p>",analyst advise trader buy dip fresh long position consider sustain mark,0.0,0.0,0.0,neutral,positive,0.0,0.813,0.187,0.3182,positive
406,"<p>Analysts adivse traders to 'buy-on-dips', and fresh long positions should be considered only if the Nifty sustains above the 25,250 mark.</p>","<p>Analysts adivse traders to 'buy-on-dips', and fresh long positions should be considered only if the Nifty sustains above the 25,250 mark.</p>",analyst adivse trader buy dip fresh long position consider sustain mark,0.0,0.0,0.0,neutral,positive,0.0,0.813,0.187,0.3182,positive
407,"<p>Sensex, Nifty snapped previous day's losses to trade higher amid sustained foreign fund inflows and firm global cues.</p>","<p>Sensex, Nifty snapped previous day's losses to trade higher amid sustained foreign fund inflows and firm global cues.</p>",sensex snapp previou loss higher amid sustain foreign fund inflow firm global cue,0.0,1.0,-0.2773500981126146,negative,negative,0.161,0.839,0.0,-0.3182,negative
408,"<p>Analysts adivse traders to 'buy-on-dips', and fresh long positions should be considered only if the Nifty sustains above the 25,250 mark.</p>","<p>Analysts adivse traders to 'buy-on-dips', and fresh long positions should be considered only if the Nifty sustains above the 25,250 mark.</p>",analyst adivse trader buy dip fresh long position consider sustain mark,0.0,0.0,0.0,neutral,positive,0.0,0.813,0.187,0.3182,positive
409,<p>The fiscal and monetary measures announced this year could help companies overcome challenges</p>,<p>The fiscal and monetary measures announced this year could help companies overcome challenges</p>,fiscal monetary measur announc help compani overcome challeng,0.0,0.0,0.0,neutral,negative,0.0,0.722,0.278,0.4019,positive
410,"<p>According to analysts, while global cues will remain influential, market focus is expected to shift toward domestic earnings and the festive season momentum.</p>","<p>According to analysts, while global cues will remain influential, market focus is expected to shift toward domestic earnings and the festive season momentum.</p>",accord analyst global cue remain influential focu expect shift toward domestic earning festive season momentum,0.0,0.0,0.0,neutral,negative,0.0,0.688,0.312,0.7096,positive
411,"<p>The current equity market rally is largely driven by expectations of an earnings recovery and the anticipated benefits of policy actions starting to flow through in the second half of the year, Gautam Duggad said</p>","<p>The current equity market rally is largely driven by expectations of an earnings recovery and the anticipated benefits of policy actions starting to flow through in the second half of the year, Gautam Duggad said</p>",current equity ral large driven expectation earning recovery anticipat benefit policy action start flow second half gautam duggad,0.0,0.0,0.0,neutral,negative,0.0,0.85,0.15,0.4588,positive
412,"<p>Gold dipped after peaking at an all-time high above $4,000 an ounce on Wednesday, following a torrid rally that’s left prices vulnerable to pullbacks amid signs that the precious metal is trading at overheated levels.</p>","<p>Gold dipped after peaking at an all-time high above $4,000 an ounce on Wednesday, following a torrid rally that’s left prices vulnerable to pullbacks amid signs that the precious metal is trading at overheated levels.</p>",gold dipp peak time high ounce wednesday follow torrid ral left pric vulnerable pullback amid sign preciou metal overheat level,0.0,0.0,0.0,neutral,neutral,0.091,0.909,0.0,-0.2263,negative
413,"<p>On the sectoral front, pharma, oil &amp; gas, realty, metal, PSU Bank IT added 0.5-1 percent. BSE Midcap index jumped 0.75%, while smallcap index ended flat. Biggest Nifty gainers were HCL Technologies, JSW Steel, Tata Steel, SBI Life Insurance, Interglobe Aviation, while losers were Tata Consumer, Axis Bank, Maruti Suzuki, Titan Company and Bharti Airtel.</p>","<p>On the sectoral front, pharma, oil &amp; gas, realty, metal, PSU Bank IT added 0.5-1 percent. BSE Midcap index jumped 0.75%, while smallcap index ended flat. Biggest Nifty gainers were HCL Technologies, JSW Steel, Tata Steel, SBI Life Insurance, Interglobe Aviation, while losers were Tata Consumer, Axis Bank, Maruti Suzuki, Titan Company and Bharti Airtel.</p>",sectoral front pharma oil amp gas realty metal psu bank add bse midcap index jump smallcap index end biggest gainer hcl technologi jsw steel tata steel sbi life insurance interglobe aviation loser tata consumer axi bank maruti suzuki titan company bharti airtel,0.0,0.0,0.0,neutral,negative,0.077,0.923,0.0,-0.5267,negative
414,"<p>If the Nifty 50 index decisively manages to take out the 25,200–25,250 zone, a rally toward 25,450 (September high) is possible. Until then, consolidation may continue with support at 25,000–24,900.</p>","<p>If the Nifty 50 index decisively manages to take out the 25,200–25,250 zone, a rally toward 25,450 (September high) is possible. Until then, consolidation may continue with support at 25,000–24,900.</p>",index decisive manag take zone ral toward september high possible consolidation continue support,0.0,0.0,0.0,neutral,negative,0.0,0.705,0.295,0.5574,positive
415,"<p>Overall, the trend remains in favour of the bulls, as the Nifty 50 sustained well above all key moving averages. As long as the index stays below 25,200, consolidation may continue with support at 25,000–24,900, according to experts.</p>","<p>Overall, the trend remains in favour of the bulls, as the Nifty 50 sustained well above all key moving averages. As long as the index stays below 25,200, consolidation may continue with support at 25,000–24,900, according to experts.</p>",overall trend remain favour bull sustain well key mov averag long index stay consolidation continue support accord expert,1.0,0.0,0.23570226039551587,positive,negative,0.0,0.661,0.339,0.7717,positive
416,"<p>The earnings downgrade cycle hasn’t fully concluded, but the worst may be behind as Q1 FY26 results demonstrated surprising resilience, said Himanshu Kohli of Client Associates.</p>","<p>The earnings downgrade cycle hasn’t fully concluded, but the worst may be behind as Q1 FY26 results demonstrated surprising resilience, said Himanshu Kohli of Client Associates.</p>",earning downgrade cycle ful conclud worst behind result demonstrat surpris resilience himanshu kohli client associat,0.0,1.0,-0.2581988897471611,negative,negative,0.227,0.773,0.0,-0.6249,negative
417,"<p>Among sectors, except consumer durables (up 0.7), IT (up 1.5%) all other sectoral indices ended in the red with realty, telecom, pharma, oil &amp; gas, media, PSU Bank, auto down 0.3-2%.</p>","<p>Among sectors, except consumer durables (up 0.7), IT (up 1.5%) all other sectoral indices ended in the red with realty, telecom, pharma, oil &amp; gas, media, PSU Bank, auto down 0.3-2%.</p>",among sector except consumer durabl sectoral indic end red realty telecom pharma oil amp gas media psu bank auto,0.0,0.0,0.0,neutral,neutral,0.0,1.0,0.0,0.0,neutral
418,<p>Domestic equity benchmark indices Nifty 50 and 30-share Sensex erased their morning gains to settle with losses for the October 8 session.</p>,<p>Domestic equity benchmark indices Nifty 50 and 30-share Sensex erased their morning gains to settle with losses for the October 8 session.</p>,domestic equity benchmark indic share sensex eras morn settle loss october,0.0,1.0,-0.30151134457776363,negative,neutral,0.17,0.667,0.163,-0.0258,neutral
419,"<p>Sensex, Nifty rose marginally amid a volatile trade amid strong buying in IT shares.</p>","<p>Sensex, Nifty rose marginally amid a volatile trade amid strong buying in IT shares.</p>",sensex marginal amid volatile amid strong buy shar,1.0,0.0,0.35355339059327373,positive,negative,0.0,0.68,0.32,0.5106,positive
420,<p>Domestic equity benchmark indices Nifty 50 and 30-share Sensex erased their morning gains to trade with losses in the afternoon session on October 8.</p>,<p>Domestic equity benchmark indices Nifty 50 and 30-share Sensex erased their morning gains to trade with losses in the afternoon session on October 8.</p>,domestic equity benchmark indic share sensex eras morn loss afternoon october,0.0,1.0,-0.30151134457776363,negative,neutral,0.17,0.667,0.163,-0.0258,neutral
421,"<p>Sensex, Nifty saw decline by noon as the momentum failed to sustain as investors booked profits at higher levels.</p>","<p>Sensex, Nifty saw decline by noon as the momentum failed to sustain as investors booked profits at higher levels.</p>",sensex saw decline noon momentum fail sustain investor book profit higher level,1.0,1.0,0.0,neutral,neutral,0.213,0.61,0.177,-0.1531,negative
422,"<p>FIIs turned net buyers on October 7 as they purchased equities of Rs 1,440 crore, while DIIs bought equities of Rs 452 crore on the same day</p>","<p>FIIs turned net buyers on October 7 as they purchased equities of Rs 1,440 crore, while DIIs bought equities of Rs 452 crore on the same day</p>",fii turn net buyer october purchas equiti dii bought equiti,0.0,0.0,0.0,neutral,negative,0.0,1.0,0.0,0.0,neutral
423,"<p>BSE Midcap index shed 0.7% and Smallcap indices declined 0.4%.  Among sectors, except consumer durables, IT all other sectoral indices ended in the red with realty, telecom, pharma, realty, oil &amp; gas, media, PSU Bank, auto down 0.3-2%. Tata Motors, UltraTech Cement, Jio Financial, ONGC, NTPC were among major losers on the Nifty, while gainers were Titan Company, Infosys, TCS, Tech Mahindra and Bharti Airtel.</p>","<p>BSE Midcap index shed 0.7% and Smallcap indices declined 0.4%.  Among sectors, except consumer durables, IT all other sectoral indices ended in the red with realty, telecom, pharma, realty, oil &amp; gas, media, PSU Bank, auto down 0.3-2%. Tata Motors, UltraTech Cement, Jio Financial, ONGC, NTPC were among major losers on the Nifty, while gainers were Titan Company, Infosys, TCS, Tech Mahindra and Bharti Airtel.</p>",bse midcap index shed smallcap indic declin among sector except consumer durabl sectoral indic end red realty telecom pharma realty oil amp gas media psu bank auto tata motor ultratech cement jio financial ongc ntpc among major loser gainer titan company infosy tcs tech mahindra bharti airtel,0.0,0.0,0.0,neutral,neutral,0.069,0.931,0.0,-0.5267,negative
424,"<p>Going ahead, 25,200–25,300 is expected to be the immediate hurdle for the Nifty 50, as above it, 25,450 (September swing high) is the level to watch. However, sustaining below it can lead to consolidation with support at 25,000–24,900, experts said.</p>","<p>Going ahead, 25,200–25,300 is expected to be the immediate hurdle for the Nifty 50, as above it, 25,450 (September swing high) is the level to watch. However, sustaining below it can lead to consolidation with support at 25,000–24,900, experts said.</p>",going ahead expect immediate hurdle september swing high level watch however sustain lead consolidation support expert,0.0,0.0,0.0,neutral,negative,0.0,0.847,0.153,0.4019,positive
425,"<p>Technical and momentum indicators remained favourable for bulls, with a continuation of the higher top–higher bottom formation. Hence, if the index decisively surpasses this hurdle, the 25,400–25,500 levels are the ones to watch, provided the 25,000–24,900 zone holds as support, according to experts.</p>","<p>Technical and momentum indicators remained favourable for bulls, with a continuation of the higher top–higher bottom formation. Hence, if the index decisively surpasses this hurdle, the 25,400–25,500 levels are the ones to watch, provided the 25,000–24,900 zone holds as support, according to experts.</p>",technical momentum indicator remain favourable bull continuation higher top higher bottom formation hence index decisive surpass hurdle level one watch provid zone hold support accord expert,1.0,0.0,0.19611613513818404,positive,negative,0.0,0.782,0.218,0.6597,positive
426,"<p>The weekly derivatives data indicated that the Nifty may trade in the 25,000–25,500 range in the short term.</p>","<p>The weekly derivatives data indicated that the Nifty may trade in the 25,000–25,500 range in the short term.</p>",week derivativ data indicat range short term,0.0,0.0,0.0,neutral,positive,0.0,1.0,0.0,0.0,neutral
427,"<p>Dalal Street maintained its upward momentum for the fourth consecutive session. The Nifty index climbed to an intraday high of 25,220, but encountered some profit booking.</p>","<p>Dalal Street maintained its upward momentum for the fourth consecutive session. The Nifty index climbed to an intraday high of 25,220, but encountered some profit booking.</p>",dalal street maintain upward momentum fourth consecutive index climb intraday high encounter profit book,1.0,0.0,0.2672612419124244,positive,negative,0.0,0.818,0.182,0.4404,positive
428,"<p>However, the headline indices pared the early gains amid profit-booking in select FMCG, realty and metal shares, pulling the Sensex down about 400 points from the day’s high.</p>","<p>However, the headline indices pared the early gains amid profit-booking in select FMCG, realty and metal shares, pulling the Sensex down about 400 points from the day’s high.</p>",however headline indic par ear amid profit book select fmcg realty metal shar pull sensex point high,1.0,0.0,0.24253562503633297,positive,neutral,0.0,0.847,0.153,0.4404,positive
429,"<p>Despite persistent FII selling, the Nifty 50 and Sensex have risen for four consecutive sessions, driven by strong DII buying and hope for improving earnings growth.</p>","<p>Despite persistent FII selling, the Nifty 50 and Sensex have risen for four consecutive sessions, driven by strong DII buying and hope for improving earnings growth.</p>",despite persistent fii sell sensex risen four consecutive session driven strong dii buy hope improv earning growth,2.0,0.0,0.48507125007266594,positive,negative,0.0,0.614,0.386,0.8316,positive
430,"<p>Sensex, Nifty extended their winning momentum to the fourth day running amid value buying at lower levels after an earlier eight-day losing streak.</p>","<p>Sensex, Nifty extended their winning momentum to the fourth day running amid value buying at lower levels after an earlier eight-day losing streak.</p>",sensex extend winn momentum fourth runn amid value buy lower level earlier eight los streak,0.0,0.0,0.0,neutral,negative,0.12,0.656,0.224,0.2263,positive
431,"<p>Despite persistent FII selling, experts advise investors to buy-on-dips as the bulls remain in control, despite the volatility.</p>","<p>Despite persistent FII selling, experts advise investors to buy-on-dips as the bulls remain in control, despite the volatility.</p>",despite persistent fii sell expert advise investor buy dip bull remain control despite volatility,1.0,0.0,0.2672612419124244,positive,negative,0.0,1.0,0.0,0.0,neutral
432,"<p>As long as Nifty holds above 24,950 and Bank Nifty sustains above 55,700, dips are expected to attract buying interest, keeping the broader uptrend intact, noted analysts .</p>","<p>As long as Nifty holds above 24,950 and Bank Nifty sustains above 55,700, dips are expected to attract buying interest, keeping the broader uptrend intact, noted analysts .</p>",long hold bank sustain dip expect attract buy interest keep broader uptrend intact not analyst,0.0,0.0,0.0,neutral,negative,0.0,0.622,0.378,0.743,positive
